"County","State","Community_Transmission_Level","Percent_Fully_Vaccinated","Percent_Fully_Vaccinated_Under_65","Percent_Estimated_Vaccination_Hesitant","Percent_Estimated_Vaccination_Strongly_Hesitant","Percent_State_ICU_Beds_Filled","Percent_County_ICU_Beds_Filled","Population","FIPS","Vaccination_Data_Is_For_County","Area_of_Concern_Category"
"Scott","VA",NA,56.2,46.4635563145565,8.04,5.56,65,65,21566,51169,TRUE,"LowBurden"
"Leake","MS",NA,48.3,42.3035307884581,19.16,13.18,77,86,22786,28079,TRUE,"LowBurden"
"Leflore","MS",NA,61.9,56.0187212431539,18.9,13.09,77,40,28183,28083,TRUE,"LowBurden"
"Marion","MS",NA,46,39.2833200565908,18.36,12.56,77,90,24573,28091,TRUE,"LowBurden"
"Drew","AR",NA,47.9,42.9714465647468,22.37,14.95,68,62,18219,5043,TRUE,"ModerateBurden"
"Scott","MS",NA,50,43.1996057454899,19.16,13.18,77,86,28124,28123,TRUE,"LowBurden"
"Liberty","FL",NA,34.1,27.5173592927993,16.81,11.51,73,80,8354,12077,TRUE,"ModerateBurden"
"Sunflower","MS",NA,53,47.3259114491826,19.13,13.34,77,40,25110,28133,TRUE,"LowBurden"
"Tallahatchie","MS",NA,41.5,35.9021005897743,18.57,12.62,77,65,13809,28135,TRUE,"ModerateBurden"
"Tate","MS",NA,44.8,38.3955920713275,18.57,12.62,77,79,28321,28137,TRUE,"LowBurden"
"Foard","TX",NA,43.9,34.2901194911988,12.93,8.7,87,7,1155,48155,TRUE,"ModerateBurden"
"Warren","MS",NA,57.3,51.1502053375208,16.65,11.33,77,86,45381,28149,TRUE,"LowBurden"
"Wallowa","OR",NA,58.9,48.2610647562016,11.48,8.8,72,21,7208,41063,TRUE,"ModerateBurden"
"Wayne","MS",NA,39,33.534116040841,19.3,13.49,77,68,20183,28153,TRUE,"LowBurden"
"Carter","MO",NA,32.4,24.9978170590721,16.66,10.1,72,55,5982,29035,TRUE,"ModerateBurden"
"George","MS",NA,40.3,32.1189198018185,19.13,13.1,77,75,24500,28039,TRUE,"LowBurden"
"Claiborne","MS",NA,54.8,49.5778302353337,17.52,12.11,77,86,8988,28021,TRUE,"ModerateBurden"
"Yellow Medicine","MN",NA,56.5,46.1922836688608,7.98,4.32,69,13,9709,27173,TRUE,"ModerateBurden"
"Jackson","MN",NA,50.8,43.3656768251824,7.88,4.28,69,0,9846,27063,TRUE,"ModerateBurden"
"Lawrence","IL",NA,40.9,33.3288412139898,10.55,6.57,62,51,15678,17101,TRUE,"ModerateBurden"
"Dickens","TX",NA,34.3,24.7867536377321,11.43,7.66,87,91,2211,48125,TRUE,"ModerateBurden"
"Otsego","MI",NA,55.3,46.7073525595055,9.76,6,73,69,24668,26137,TRUE,"LowBurden"
"Dimmit","TX",NA,72,69.7346538299966,10.7,7.05,87,0,10124,48127,TRUE,"ModerateBurden"
"Norton city","VA",NA,31.2,25.7487114370592,8.04,5.56,65,62,3981,51720,TRUE,"ModerateBurden"
"Donley","TX",NA,34.2,24.9376331942247,12.41,8.24,87,92,3278,48129,TRUE,"ModerateBurdenResolving"
"Galax city","VA",NA,37.4,29.8219734363931,7.17,4.95,65,41,6347,51640,TRUE,"ModerateBurden"
"Fayette","IL",NA,36.1,28.4961213665468,10.17,6.33,62,41,21336,17051,TRUE,"LowBurden"
"Mahnomen","MN",NA,59.7,50.8381616361105,8.92,4.76,69,49,5527,27087,TRUE,"ModerateBurden"
"Hamilton","IL",NA,39.1,31.231943220211,10.39,6.52,62,NA,8116,17065,TRUE,"ModerateBurden"
"Pope","MN",NA,57.1,47.5041297695639,7.19,3.85,69,22,11249,27121,TRUE,"ModerateBurden"
"Greene","IL",NA,44.1,36.5629329440396,10.42,6.46,62,97,12969,17061,TRUE,"ModerateBurden"
"Fulton","PA",NA,35.8,28.1290315363501,13.04,8.76,76,73,14530,42057,TRUE,"ModerateBurden"
"Forest","PA",NA,71.5,68.9180431630629,13.05,8.78,76,39,7247,42053,TRUE,"ModerateBurden"
"Rock","MN",NA,53.8,44.0212943466688,7.88,4.28,69,48,9315,27133,TRUE,"ModerateBurden"
"Chariton","MO",NA,37.7,30.793664294331,15.12,9.03,72,61,7426,29041,TRUE,"ModerateBurden"
"Franklin","AR",NA,48.4,42.2858980369063,21.54,14.29,68,68,17715,5047,TRUE,"ModerateBurden"
"Blaine","MT",NA,85.2,83.1438368525537,26.7,18.24,55,12,6681,30005,TRUE,"ModerateBurden"
"Hickory","MO",NA,38,26.6971402315218,15.67,9.48,72,80,9544,29085,TRUE,"ModerateBurden"
"Craig","VA",NA,32.9,26.4209626376021,5.74,3.94,65,79,5131,51045,TRUE,"ModerateBurden"
"Jefferson","MT",NA,50.2,41.7078413228911,22.68,15.37,55,51,12221,30043,TRUE,"ModerateBurden"
"Fergus","MT",NA,46.8,35.5213909584686,26.7,18.24,55,NA,11050,30027,TRUE,"ModerateBurden"
"Grayson","VA",NA,40.6,34.3423035522067,7.17,4.95,65,41,15550,51077,TRUE,"ModerateBurdenResolving"
"Chouteau","MT",NA,33,25.8664531286592,26.7,18.24,55,79,5635,30015,TRUE,"ModerateBurden"
"Carbon","MT",NA,47,38.586887332909,21.95,14.6,55,75,10725,30009,TRUE,"ModerateBurden"
"St. Clair","MO",NA,34.4,26.6555524533308,15.76,9.58,72,0,9397,29185,TRUE,"ModerateBurden"
"Lancaster","VA",NA,60,47.7670189278961,6.13,4.24,65,75,10603,51103,TRUE,"ModerateBurden"
"Osage","MO",NA,39.6,33.2295954945734,14.2,8.46,72,47,13615,29151,TRUE,"ModerateBurden"
"Moniteau","MO",NA,35.7,28.9827623378642,14.2,8.46,72,47,16132,29135,TRUE,"ModerateBurden"
"Maries","MO",NA,43.7,37.4816946548728,13.8,8.31,72,47,8697,29125,TRUE,"ModerateBurden"
"Floyd","VA",NA,37.8,30.6328374798681,6.34,4.32,65,79,15749,51063,TRUE,"ModerateBurden"
"Calhoun","IL",NA,51.8,43.7224903004303,10.42,6.46,62,45,4739,17013,TRUE,"ModerateBurden"
"Niobrara","WY",NA,31.4,22.0376522702104,22.83,16.87,37,78,2356,56027,TRUE,"ModerateBurden"
"Wahkiakum","WA",NA,48.9,40.0766194497521,8.33,6.06,78,77,4488,53069,TRUE,"ModerateBurden"
"Borden","TX",NA,34.7,30.833899300648,12.35,8.22,87,91,654,48033,TRUE,"ModerateBurden"
"Red River","TX",NA,41.3,32.0627464171598,12.83,8.66,87,88,12023,48387,TRUE,"LowBurden"
"Concho","TX",NA,50.8,40.9882965370018,12.35,8.22,87,65,2726,48095,TRUE,"ModerateBurden"
"Garfield","WA",NA,38.9,34.0789548423743,7.12,5.17,78,67,2225,53023,TRUE,"ModerateBurden"
"Bath","VA",NA,43.2,35.0388456286751,6.78,4.67,65,36,4147,51017,TRUE,"ModerateBurden"
"Wirt","WV",NA,47.8,39.6765144950468,9.86,7.47,77,80,5821,54105,TRUE,"ModerateBurden"
"Ashley","AR",NA,49.8,42.4159628872234,22.37,14.95,68,40,19657,5003,TRUE,"LowBurden"
"Cottle","TX",NA,32.4,24.3656072924366,12.93,8.7,87,NA,1398,48101,TRUE,"ModerateBurden"
"Scott","TN",NA,36.4,29.8560909835371,15.01,9.68,64,NA,22068,47151,TRUE,"LowBurden"
"Forest","WI",NA,60.1,50.0125773476127,15.18,9.06,67,37,9004,55041,TRUE,"ModerateBurden"
"Greene","VA",NA,45.7,40.6096222934438,5.09,3.49,65,62,19819,51079,TRUE,"LowBurden"
"Gilpin","CO",NA,58,51.785988208309,4.94,2.98,58,66,6243,8047,TRUE,"ModerateBurden"
"Crowley","CO",NA,21.6,15.9073040433491,9.45,5.82,58,11,6061,8025,TRUE,"ModerateBurdenResolving"
"Morris","TX",NA,42.8,34.3175680397827,12.83,8.66,87,79,12388,48343,TRUE,"LowBurden"
"Woodruff","AR",NA,56.4,48.7962906473064,22.65,15.09,68,61,6320,5147,TRUE,"ModerateBurden"
"Hale","TX",NA,44.4,38.2676635720435,11.43,7.66,87,7,33406,48189,TRUE,"LowBurden"
"Gunnison","CO",NA,69,64.7016062762065,7.36,4.38,58,55,17462,8051,TRUE,"LowBurden"
"Menard","TX",NA,53.9,45.3187125122731,12.35,8.22,87,65,2138,48327,TRUE,"ModerateBurden"
"Mason","TX",NA,47.7,36.0489000708507,12.35,8.22,87,83,4274,48319,TRUE,"ModerateBurden"
"Marion","TX",NA,41.9,34.3995065125756,12.76,8.61,87,NA,9854,48315,TRUE,"ModerateBurden"
"Essex","VA",NA,45.9,38.2244926191686,6.13,4.24,65,75,10953,51057,TRUE,"LowBurden"
"McCulloch","TX",NA,38.5,28.3310623345164,12.35,8.22,87,65,7984,48307,TRUE,"ModerateBurden"
"Loving","TX",NA,20.1,17.1253876206661,11.66,7.89,87,96,169,48301,TRUE,"ModerateBurden"
"Dickenson","VA",NA,46.6,38.7182124709903,8.04,5.56,65,62,14318,51051,TRUE,"LowBurden"
"Winkler","TX",NA,38.6,34.4168308845302,11.66,7.89,87,70,8010,48495,TRUE,"ModerateBurden"
"Colusa","CA",NA,60.5,56.5811108482354,8.21,4.1,71,79,21547,6011,TRUE,"LowBurden"
"Kinney","TX",NA,51.4,44.8030219619921,10.7,7.05,87,50,3667,48271,TRUE,"ModerateBurden"
"Haskell","TX",NA,38.4,29.3469069147206,12.78,8.6,87,95,5658,48207,TRUE,"ModerateBurden"
"Del Norte","CA",NA,43,36.6266389602569,9.23,4.65,71,79,27812,6015,TRUE,"LowBurden"
"Polk","AR",NA,35.4,30.4750660041652,21.54,14.29,68,93,19964,5113,TRUE,"LowBurden"
"San Saba","TX",NA,38.5,32.0120408502465,12.64,8.47,87,83,6055,48411,TRUE,"ModerateBurden"
"Searcy","AR",NA,38.9,30.3768948824908,20.42,13.46,68,17,7881,5129,TRUE,"ModerateBurden"
"Swisher","TX",NA,41.1,34.1447736084528,12.41,8.24,87,92,7397,48437,TRUE,"ModerateBurden"
"Hartley","TX",NA,48.5,47.4610104594696,12.41,8.24,87,92,5576,48205,TRUE,"ModerateBurden"
"Perry","AR",NA,51.6,44.8811625696048,20.91,13.78,68,75,10455,5105,TRUE,"LowBurden"
"Hudspeth","TX",NA,74.3,74.6321740735149,11.66,7.89,87,96,4886,48229,TRUE,"ModerateBurden"
"Platte","WY",NA,41,30.101124261489,22.83,16.87,37,0,8393,56031,TRUE,"ModerateBurden"
"Converse","WY",NA,34.1,27.1258865970399,22.51,16.4,37,44,13822,56009,TRUE,"LowBurden"
"Shackelford","TX",NA,37.6,28.7914906082203,12.78,8.6,87,95,3265,48417,TRUE,"ModerateBurden"
"Calhoun","WV",NA,34.5,28.2163882511054,10.72,8.22,77,80,7109,54013,TRUE,"ModerateBurden"
"Hoonah-Angoon Census Area","AK",NA,69.8,66.302639801484,23.61,17.04,77,32,2148,2105,TRUE,"ModerateBurden"
"Smith","TN",NA,32.9,26.6287735800033,15.19,9.68,64,61,20157,47159,TRUE,"LowBurden"
"Schleicher","TX",NA,42.3,34.7394553183723,12.35,8.22,87,65,2793,48413,TRUE,"ModerateBurden"
"Nevada","AR",NA,43.7,38.9680317943676,21.12,13.77,68,79,8252,5099,TRUE,"ModerateBurden"
"Union","TN",NA,34.8,28.7748615497554,13.94,8.76,64,75,19972,47173,TRUE,"LowBurden"
"Greensville","VA",NA,36.1,31.2725631768953,6.82,4.69,65,0,11336,51081,TRUE,"LowBurden"
"Price","WI",NA,62.1,51.503450793702,15.28,9.06,67,32,13351,55099,TRUE,"LowBurden"
"Monroe","AR",NA,55.4,50.0955604550695,22.79,15.2,68,NA,6701,5095,TRUE,"ModerateBurden"
"Kenedy","TX",NA,53.7,49.9942216572287,9.92,6.42,87,91,404,48261,TRUE,"ModerateBurden"
"San Augustine","TX",NA,40.5,32.4608777947012,14.28,9.83,87,74,8237,48405,TRUE,"ModerateBurden"
"Monroe","WV",NA,48.6,39.6767262804451,10.42,7.98,77,36,13275,54063,TRUE,"LowBurden"
"Pleasants","WV",NA,52,43.720724274488,9.86,7.47,77,80,7460,54073,TRUE,"ModerateBurden"
"Surry","VA",NA,55.2,48.8727173581403,6.82,4.69,65,61,6422,51181,TRUE,"ModerateBurden"
"Northumberland","VA",NA,53.8,41.7714837682771,6.13,4.24,65,75,12095,51133,TRUE,"LowBurden"
"Grand","CO",NA,62.9,59.0126873379977,6.52,3.82,58,66,15734,8049,TRUE,"LowBurden"
"Roberts","TX",NA,34.3,25.2630530368668,12.41,8.24,87,57,854,48393,TRUE,"ModerateBurden"
"Van Buren","TN",NA,58.4,47.3232168413451,13.82,8.79,64,58,5872,47175,TRUE,"ModerateBurden"
"Lafayette","AR",NA,41.6,36.2954772693725,21.12,13.77,68,79,6624,5073,TRUE,"ModerateBurden"
"Zavala","TX",NA,57,51.0078652168307,10.7,7.05,87,84,11840,48507,TRUE,"LowBurden"
"Dodge","GA",NA,35.3,30.4337337313559,17.28,11.17,74,66,20605,13091,TRUE,"LowBurden"
"Camden","NC",NA,61.8,57.2266031992884,13.31,10.17,78,52,10867,37029,TRUE,"LowBurden"
"Phelps","NE",NA,39.9,33.1650138070549,8.93,5.49,72,11,9034,31137,TRUE,"ModerateBurden"
"Knox","KY",NA,36.3,31.2745032553132,22.1,14.9,78,48,31145,21121,TRUE,"LowBurden"
"Saline","NE",NA,52.5,46.889105825034,8.91,5.55,72,72,14224,31151,TRUE,"LowBurden"
"Lincoln","ID",NA,41.4,35.0804515743093,20.13,13.38,66,90,5366,16063,TRUE,"ModerateBurden"
"Stanton","NE",NA,28.5,23.8633636207783,8.48,5.21,72,69,5920,31167,TRUE,"ModerateBurden"
"Thayer","NE",NA,47.8,37.2659102185644,8.91,5.55,72,NA,5003,31169,TRUE,"ModerateBurden"
"Thomas","NE",NA,24.7,14.6848322842114,8.7,5.37,72,NA,722,31171,TRUE,"ModerateBurden"
"Hopkins","KY",NA,51.5,44.3587915575603,19.72,13.14,78,82,44686,21107,TRUE,"LowBurden"
"Greenup","KY",NA,51.9,45.3539475510568,19.75,13.02,78,71,35098,21089,TRUE,"LowBurden"
"Mineral","NV",NA,59.2,50.8097896366936,13.9,7.55,75,71,4505,32021,TRUE,"ModerateBurdenResolving"
"Pershing","NV",NA,36.1,33.4187603792789,13.9,7.55,75,71,6725,32027,TRUE,"ModerateBurdenResolving"
"Lemhi","ID",NA,47,36.3255773582316,18.68,12.25,66,NA,8027,16059,TRUE,"ModerateBurden"
"Latah","ID",NA,58.4,52.5127191422629,18.5,12.03,66,41,40108,16057,TRUE,"LowBurden"
"Grayson","KY",NA,51.1,43.273283020722,19.51,12.73,78,43,26427,21085,TRUE,"LowBurden"
"Graves","KY",NA,45.3,37.8470195858127,17.92,11.71,78,68,37266,21083,TRUE,"LowBurden"
"Jerome","ID",NA,45.8,40.7177163510028,20.13,13.38,66,90,24412,16053,TRUE,"LowBurden"
"Gallatin","KY",NA,41.1,35.2989739924625,16.9,11.03,78,93,8869,21077,TRUE,"ModerateBurden"
"Fleming","KY",NA,51.5,43.6010191943436,21.05,13.91,78,100,14581,21069,TRUE,"LowBurden"
"Lawrence","KY",NA,48.2,41.8685593535021,19.75,13.02,78,71,15317,21127,TRUE,"LowBurden"
"Letcher","KY",NA,53,47.4939143969398,21.81,14.63,78,70,21553,21133,TRUE,"LowBurden"
"Brown","NE",NA,37.1,29.8594670003898,8.42,5.16,72,0,2955,31017,TRUE,"ModerateBurden"
"Nuckolls","NE",NA,49.7,38.5608837659938,8.93,5.49,72,32,4148,31129,TRUE,"ModerateBurden"
"Spencer","KY",NA,29.9,27.663000901556,17.57,11.33,78,78,19351,21215,TRUE,"LowBurden"
"Powell","KY",NA,52.5,45.7789735367841,18.21,11.93,78,92,12359,21197,TRUE,"LowBurden"
"Pendleton","KY",NA,44,36.2149952877799,16.9,11.03,78,93,14590,21191,TRUE,"LowBurden"
"Harlan","NE",NA,40.1,31.1787373041392,8.93,5.49,72,11,3380,31083,TRUE,"ModerateBurden"
"Hayes","NE",NA,25.7,22.9039379310977,8.7,5.37,72,NA,922,31085,TRUE,"ModerateBurden"
"Muhlenberg","KY",NA,50.8,44.3372631678294,19.72,13.14,78,82,30622,21177,TRUE,"LowBurden"
"Morgan","KY",NA,48.1,44.4865882418805,21.05,13.91,78,73,13309,21175,TRUE,"LowBurden"
"Jefferson","NE",NA,55.2,45.3542338332213,8.91,5.55,72,72,7046,31095,TRUE,"ModerateBurden"
"Johnson","NE",NA,54.6,49.3649017861899,8.91,5.55,72,NA,5071,31097,TRUE,"ModerateBurden"
"Keya Paha","NE",NA,28.4,21.5434222583378,8.42,5.16,72,0,806,31103,TRUE,"ModerateBurden"
"Kimball","NE",NA,34.9,26.04106931223,8.42,5.16,72,46,3632,31105,TRUE,"ModerateBurden"
"Marshall","KY",NA,53.5,44.0359983975276,17.92,11.71,78,68,31100,21157,TRUE,"LowBurden"
"Marion","KY",NA,50.2,43.6903396280091,19.41,12.77,78,78,19273,21155,TRUE,"LowBurden"
"Morrill","NE",NA,35.5,28.6222304767731,8.42,5.16,72,78,4642,31123,TRUE,"ModerateBurden"
"McLean","KY",NA,51,43.2795903191565,19.24,12.67,78,50,9207,21149,TRUE,"ModerateBurden"
"McCreary","KY",NA,39.1,34.4188549600404,20.59,13.64,78,93,17231,21147,TRUE,"LowBurden"
"McCracken","KY",NA,55.5,48.3102688071543,17.92,11.71,78,68,65418,21145,TRUE,"LowBurden"
"Camas","ID",NA,43,37.7906578092922,20.13,13.38,66,NA,1106,16025,TRUE,"ModerateBurden"
"Clay","KY",NA,44.3,39.5456018959453,22.1,15.03,78,48,19901,21051,TRUE,"LowBurden"
"Calloway","KY",NA,45.4,38.9916881280315,17.92,11.71,78,76,39001,21035,TRUE,"LowBurden"
"Benson","ND",NA,51.6,47.5223992349025,13.95,9.63,51,NA,6832,38005,TRUE,"ModerateBurden"
"Washington","KS",NA,53.8,44.788458421138,14.7,9.03,66,NA,5406,20201,TRUE,"ModerateBurden"
"Bottineau","ND",NA,49.8,39.2609391333593,13.95,9.63,51,87,6282,38009,TRUE,"ModerateBurden"
"Sumner","KS",NA,43.2,36.7633948128484,15.67,9.71,66,72,22836,20191,TRUE,"LowBurden"
"Griggs","ND",NA,46.1,36.5383887690619,11.99,8.1,51,49,2231,38039,TRUE,"ModerateBurden"
"Kidder","ND",NA,32.9,25.3573107663376,12.36,8.35,51,45,2480,38043,TRUE,"ModerateBurden"
"LaMoure","ND",NA,48.1,39.03395518602,13.95,9.63,51,NA,4046,38045,TRUE,"ModerateBurden"
"Logan","ND",NA,37,23.7090691409758,12.36,8.35,51,NA,1850,38047,TRUE,"ModerateBurden"
"McHenry","ND",NA,41.6,31.6532334270881,14.47,9.88,51,87,5745,38049,TRUE,"ModerateBurden"
"Seward","KS",NA,45.7,42.2427408948249,15.14,9.32,66,90,21428,20175,TRUE,"LowBurden"
"Scott","KS",NA,47.8,42.5126754098559,15.04,9.19,66,30,4823,20171,TRUE,"ModerateBurden"
"Nelson","ND",NA,70.5,60.1337810051795,13.95,9.63,51,72,2879,38063,TRUE,"ModerateBurden"
"Oliver","ND",NA,25.5,19.1415936489596,14.47,9.88,51,45,1959,38065,TRUE,"ModerateBurden"
"Ramsey","ND",NA,56.4,49.1082870287953,13.95,9.63,51,NA,11519,38071,TRUE,"LowBurden"
"Ransom","ND",NA,58.7,48.6835000385693,13.95,9.63,51,49,5218,38073,TRUE,"ModerateBurden"
"Rooks","KS",NA,48.3,39.9137451307735,15.04,9.19,66,42,4920,20163,TRUE,"ModerateBurden"
"Phillips","KS",NA,43.1,32.6980592225295,15.04,9.19,66,NA,5234,20147,TRUE,"ModerateBurden"
"Adams","ND",NA,48.3,37.5664068526506,14.47,9.88,51,NA,2216,38001,TRUE,"ModerateBurden"
"Tyrrell","NC",NA,48.7,41.5489529891648,12.53,9.69,78,78,4016,37177,TRUE,"ModerateBurden"
"Echols","GA",NA,31,26.9027147844814,18.8,12.24,74,98,4006,13101,TRUE,"ModerateBurden"
"Bourbon","KY",NA,57.9,52.9415679188632,18.74,12.25,78,43,19788,21017,TRUE,"LowBurden"
"Worth","GA",NA,41.4,34.4118879120819,16.24,10.34,74,82,20247,13321,TRUE,"LowBurden"
"Catron","NM",NA,45.7,36.5474980482272,7.26,3.88,83,37,3527,35003,TRUE,"ModerateBurden"
"Hidalgo","NM",NA,58.6,54.5416083038244,7.26,3.88,83,37,4198,35023,TRUE,"ModerateBurden"
"Wilcox","GA",NA,36.4,31.0221411146906,17.28,11.17,74,68,8635,13315,TRUE,"ModerateBurden"
"Wheeler","GA",NA,26.4,20.4723264661493,18.64,12.19,74,66,7855,13309,TRUE,"ModerateBurden"
"Boyle","KY",NA,56.6,50.6552766731668,18.89,12.51,78,55,30060,21021,TRUE,"LowBurden"
"Boyd","KY",NA,48.9,43.3778041040319,19.75,13.02,78,71,46718,21019,TRUE,"LowBurden"
"Telfair","GA",NA,29,24.9850452656724,18.64,12.19,74,66,15860,13271,TRUE,"LowBurden"
"Elbert","GA",NA,41.9,33.5170726831062,15.03,9.53,74,NA,19194,13105,TRUE,"LowBurden"
"Taliaferro","GA",NA,50.6,44.6551982707974,16.23,10.43,74,84,1537,13265,TRUE,"ModerateBurden"
"Bell","KY",NA,45.6,39.7796744158,22.1,14.9,78,74,26032,21013,TRUE,"LowBurden"
"Anderson","KY",NA,55.1,48.8613232742926,17.76,11.41,78,100,22747,21005,TRUE,"LowBurden"
"Hancock","GA",NA,48.1,41.9421474319232,16.23,10.43,74,84,8457,13141,TRUE,"ModerateBurden"
"Hyde","NC",NA,66.2,60.3100647542294,12.53,9.69,78,78,4937,37095,TRUE,"ModerateBurden"
"Adair","KY",NA,39.2,33.8677200235338,20.81,13.71,78,71,19202,21001,TRUE,"LowBurden"
"Lincoln","NC",NA,48.1,41.0359922829724,13.8,10.66,78,70,86111,37109,TRUE,"LowBurden"
"Union","KY",NA,41.9,33.4859520144035,19.24,12.67,78,100,14381,21225,TRUE,"LowBurden"
"Wayne","KY",NA,41.8,37.2590871722121,20.59,13.64,78,93,20333,21231,TRUE,"LowBurden"
"Auglaize","OH",NA,39.4,30.1343824362404,13.41,7.98,67,26,45656,39011,TRUE,"LowBurden"
"Pope","IL",NA,35.7,27.6304799179056,10.39,6.52,62,NA,4177,17151,TRUE,"ModerateBurden"
"Stark","IL",NA,53.2,43.2684252033592,8.94,5.47,62,63,5342,17175,TRUE,"ModerateBurden"
"Jefferson","MS",NA,70.7,67.449131752369,17.52,12.11,77,48,6990,28063,TRUE,"ModerateBurden"
"Marshall","MS",NA,54,46.8718423735331,19.59,13.57,77,79,35294,28093,TRUE,"LowBurden"
"Montgomery","MS",NA,55.7,48.4231627642738,18.9,13.09,77,45,9775,28097,TRUE,"ModerateBurden"
"Newton","MS",NA,53.2,44.3407503595245,18.14,12.56,77,86,21018,28101,TRUE,"LowBurden"
"Perry","MS",NA,37.8,31.3021495391185,18.36,12.56,77,90,11973,28111,TRUE,"LowBurden"
"Cumberland","IL",NA,39.1,31.0732523281867,9.58,5.91,62,51,10766,17035,TRUE,"LowBurden"
"Quitman","MS",NA,53.7,48.528080468625,18.57,12.62,77,65,6792,28119,TRUE,"ModerateBurden"
"Sharkey","MS",NA,55.3,48.3683995773219,19.13,13.34,77,78,4321,28125,TRUE,"ModerateBurden"
"Tishomingo","MS",NA,38.4,29.3782998462367,19.59,13.57,77,74,19383,28141,TRUE,"LowBurden"
"Tunica","MS",NA,51.6,46.2538214679648,18.57,12.62,77,79,9632,28143,TRUE,"ModerateBurden"
"Brown","IN",NA,50.6,42.7962855091835,13.43,8.45,72,54,15092,18013,TRUE,"LowBurden"
"Winston","MS",NA,47.9,39.9842789575986,16.8,11.46,77,86,17955,28159,TRUE,"LowBurden"
"Carroll","IN",NA,35.4,30.22277686204,13.9,8.73,72,80,20257,18015,TRUE,"LowBurden"
"Atchison","MO",NA,55.8,46.5523109823843,14.82,9,72,NA,5143,29005,TRUE,"ModerateBurden"
"Cass","IN",NA,45.4,38.7653500576458,13.65,8.57,72,40,37689,18017,TRUE,"LowBurden"
"DeKalb","MO",NA,27.9,22.4070071921216,15.45,9.22,72,48,12547,29063,TRUE,"LowBurden"
"Pulaski","IL",NA,42.1,35.0048008660095,10.39,6.52,62,55,5335,17153,TRUE,"ModerateBurden"
"Franklin","MS",NA,47.9,41.957009793764,17.52,12.11,77,48,7713,28037,TRUE,"ModerateBurden"
"Boyd","NE",NA,35,27.9426997047823,8.42,5.16,72,50,1919,31015,TRUE,"ModerateBurden"
"Clarke","MS",NA,56.7,49.5515627646261,18.14,12.56,77,86,15541,28023,TRUE,"LowBurden"
"Grant","MN",NA,54.9,45.4058887564149,7.19,3.85,69,71,5972,27051,TRUE,"ModerateBurden"
"Schoolcraft","MI",NA,55.6,45.7087821068086,10.87,6.65,73,81,8094,26153,TRUE,"ModerateBurden"
"Kanabec","MN",NA,42.8,34.9403187095706,8.88,4.84,69,5,16337,27065,TRUE,"LowBurden"
"Kittson","MN",NA,59.2,49.8528126776216,7.62,4.11,69,0,4298,27069,TRUE,"ModerateBurden"
"Sanilac","MI",NA,42.6,33.6628593535823,10.8,6.7,73,45,41170,26151,TRUE,"LowBurden"
"Lake","MN",NA,66.4,59.6489655289383,7.96,4.3,69,67,10641,27075,TRUE,"LowBurden"
"Oscoda","MI",NA,41.8,29.1348353155174,9.76,6,73,59,8241,26135,TRUE,"ModerateBurden"
"Ogemaw","MI",NA,45.2,34.4754331218188,10.33,6.45,73,59,20997,26129,TRUE,"LowBurden"
"Lake","MI",NA,63.7,61.587987571948,10.47,6.44,73,67,11853,26085,TRUE,"LowBurden"
"Norman","MN",NA,60.1,51.7827182320442,7.62,4.11,69,49,6375,27107,TRUE,"ModerateBurden"
"Red Lake","MN",NA,56.2,48.3491101364649,7.62,4.11,69,0,4055,27125,TRUE,"ModerateBurden"
"Renville","MN",NA,54.8,46.0202575574192,8.01,4.33,69,NA,14548,27129,TRUE,"LowBurden"
"Roseau","MN",NA,51.4,43.954893274265,7.62,4.11,69,NA,15165,27135,TRUE,"LowBurden"
"Dickinson","MI",NA,66,55.4286738698029,9.5,5.84,73,55,25239,26043,TRUE,"LowBurden"
"Arenac","MI",NA,51.2,39.9149578069481,10.33,6.45,73,59,14883,26011,TRUE,"LowBurden"
"Chickasaw","MS",NA,48.3,39.6787611366066,17.61,11.94,77,66,17103,28017,TRUE,"LowBurden"
"Choctaw","MS",NA,36.1,31.5319710865988,16.8,11.46,77,86,8210,28019,TRUE,"ModerateBurden"
"Clay","IN",NA,55.9,45.8917073047795,14.07,8.9,72,60,26225,18021,TRUE,"LowBurden"
"Douglas","MO",NA,24.1,18.3244362396631,16.46,10.06,72,80,13185,29067,TRUE,"LowBurden"
"Holt","MO",NA,41.6,32.7754274209396,14.82,9,72,NA,4403,29087,TRUE,"ModerateBurden"
"Howard","MO",NA,43.1,35.6560719612245,15.12,9.03,72,61,10001,29089,TRUE,"LowBurden"
"Pointe Coupee Parish","LA",NA,55.3,48.7642071080642,18.98,11.74,71,70,21730,22077,TRUE,"LowBurden"
"Morehouse Parish","LA",NA,45.8,38.0164656677345,20.15,12.68,71,68,24874,22067,TRUE,"LowBurden"
"Granite","MT",NA,36.8,31.5078505636279,22.68,15.37,55,43,3379,30039,TRUE,"ModerateBurden"
"Jefferson Davis Parish","LA",NA,36.7,30.5548663586638,17.83,10.99,71,52,31368,22053,TRUE,"LowBurden"
"Judith Basin","MT",NA,39.4,27.3982804143254,26.7,18.24,55,79,2007,30045,TRUE,"ModerateBurden"
"Liberty","MT",NA,33.8,25.5343483416052,26.7,18.24,55,12,2337,30051,TRUE,"ModerateBurden"
"Franklin Parish","LA",NA,36.9,30.169437671389,20.15,12.68,71,68,20015,22041,TRUE,"LowBurden"
